Timestamp,Vibration_Hz,Strain_ue,Temperature_C,Crack_Width_mm,Age_months,Risk_Level
2024-01-01 00:00:00,11.393820366171735,105.7576601510834,31.90412347918955,0.2539128508527524,38,Medium
2024-01-01 01:00:00,13.891727678187571,163.96439380431104,33.49000793755266,0.526919911113306,16,High
2024-01-01 02:00:00,14.84688455326489,107.39043858845497,28.20399956116672,0.2817132461449965,4,Medium
2024-01-01 03:00:00,11.954910557276381,78.75441515921253,30.759594318784043,0.3136044874269913,3,Low
2024-01-01 04:00:00,11.818802586180277,91.53768829370954,30.050257861170994,0.4456603730061724,22,Low
2024-01-01 05:00:00,13.500286066227767,65.93703072908295,29.937255276919277,0.5230498325019854,9,Medium
2024-01-01 06:00:00,9.786128860600849,137.6781112004709,26.639844616764613,0.4919252357632123,56,High
2024-01-01 07:00:00,12.946306109495394,117.23685152610146,23.78733942638647,0.4994046127585915,56,High
2024-01-01 08:00:00,13.603771943644308,133.73242449912667,28.315708253552625,0.012295187755567039,57,High
2024-01-01 09:00:00,13.860460416835258,136.38951785648112,28.040260464028666,1.1996148812792327,54,High
2024-01-01 10:00:00,8.62649459499507,87.57367657217402,26.31634506241555,0.569594098720403,8,Low
2024-01-01 11:00:00,10.977289460382119,71.6574144397333,34.26026890905012,0.6312702036911396,7,Medium
2024-01-01 12:00:00,10.743473494353067,98.44860666075863,24.138966910721933,0.3980026667614817,12,Low
2024-01-01 13:00:00,12.699773908818425,73.81716787634386,29.142454205543793,0.23775359163271353,1,Low
2024-01-01 14:00:00,13.461489159535969,104.94870626227075,35.83169855780626,0.5453107192910523,54,High
2024-01-01 15:00:00,15.493420814891962,133.96290642504067,34.54564676299776,0.5867830731923082,12,High
2024-01-01 16:00:00,11.510069039263854,94.95581061852498,36.08146942548641,0.89054266323642,16,High
2024-01-01 17:00:00,11.504855003381572,104.49985269723217,27.046097113128866,1.1232853050544391,14,High
2024-01-01 18:00:00,14.799344037757495,97.18463151329901,33.921440628638535,0.9431067211970645,30,High
2024-01-01 19:00:00,13.09315387706061,124.08182717313093,24.68514801510934,-0.029958677025987646,43,Medium
2024-01-01 20:00:00,15.035303022375947,79.9665281713513,28.6206302209173,0.3618745577570621,52,High
2024-01-01 21:00:00,13.077456006019673,34.10661215070702,29.091220946099035,0.6007451359863103,19,Medium
2024-01-01 22:00:00,10.185766762573458,114.12606578126142,27.120798939009948,0.3799143042762699,19,Low
2024-01-01 23:00:00,9.833743290444387,129.6350326392398,28.190930059577376,0.4868519549762792,13,Low
2024-01-02 00:00:00,9.396975501882142,113.39122734275607,27.533120362513237,-0.14354087322795428,44,Medium
2024-01-02 01:00:00,13.824103669516946,80.79308513595959,25.08803094449152,0.7742639002949914,10,Medium
2024-01-02 02:00:00,14.877193646174016,65.94963705441793,34.282067530028954,-0.06263657164193759,47,Medium
2024-01-02 03:00:00,16.198724282772762,114.83492595340964,29.087749985628655,0.028253142755800098,29,High
2024-01-02 04:00:00,14.186210664646481,104.2443685880402,31.007182719586428,0.19559876471250626,28,Medium
2024-01-02 05:00:00,14.825677155069972,96.22622117025011,30.818884355964272,0.4707398138693602,13,Medium
2024-01-02 06:00:00,11.33996733469263,154.67390028981373,30.273632125550108,0.013182393446342255,45,Medium
2024-01-02 07:00:00,10.187168366512287,71.59599717456004,30.464022730282142,0.1818823297805509,56,High
2024-01-02 08:00:00,14.200158664835106,153.25111063382397,28.472913899844894,0.8446835126928633,15,High
2024-01-02 09:00:00,13.3353615044788,100.9535171461192,37.091984342574314,0.4662918940923727,17,Medium
2024-01-02 10:00:00,12.714888748681785,44.93288569387376,33.8037238081768,0.6300640936094186,23,Medium
2024-01-02 11:00:00,13.27474296126598,94.62392037042578,30.0919101638551,0.12912716472507663,43,Medium
2024-01-02 12:00:00,13.14637096491641,128.78488229798324,27.764727820169682,0.4838491926328311,10,Medium
2024-01-02 13:00:00,15.067633719707123,89.04834901585087,29.4058957863546,0.45924001810658943,36,High
2024-01-02 14:00:00,15.089971169633912,55.75664376284815,32.08810758185873,0.2614188587280831,49,High
2024-01-02 15:00:00,13.588440704680695,95.0645640461149,37.49970046268156,0.48467686876464244,14,Medium
2024-01-02 16:00:00,14.191605745125857,74.28482878324883,23.134762276674778,-0.06763758784687535,32,Medium
2024-01-02 17:00:00,13.528125104849552,114.75443203263887,33.29887379320889,0.6315826233008395,34,Medium
2024-01-02 18:00:00,11.577660535930763,123.20199448202834,35.63361818389317,0.38015218473405715,31,Medium
2024-01-02 19:00:00,14.01312934982628,68.31188776755681,22.566407650473842,0.4228341824529567,39,Medium
2024-01-02 20:00:00,9.711009862281477,78.82587834653052,29.094245616343628,0.755529740635035,32,Medium
2024-01-02 21:00:00,14.607783104591766,122.69927395320813,24.677410134584804,0.6296100432374028,16,Medium
2024-01-02 22:00:00,10.11095412046793,74.23467165103122,32.152648058385175,0.40449824328166645,26,Low
2024-01-02 23:00:00,13.071606573589467,67.53525592516016,28.208245338222238,0.16502419126639,17,Medium
2024-01-03 00:00:00,10.809692083147683,64.63926604611237,29.349304665599373,0.8985984214362772,22,High
2024-01-03 01:00:00,13.606777966148854,110.5611583887436,27.94472096360763,0.09796339942169435,36,Medium
2024-01-03 02:00:00,12.432149548144181,109.27473158552392,33.60081716384134,0.6888100707803454,35,Medium
2024-01-03 03:00:00,9.310488083673334,79.47861908862875,31.145164802990692,0.02078181673809043,23,Low
2024-01-03 04:00:00,13.341399262036958,100.15256188384703,31.154633820198278,0.7753619909435376,25,Medium
2024-01-03 05:00:00,11.344158446334578,145.8139715246539,30.803109125407268,0.8031802558650706,5,High
2024-01-03 06:00:00,14.262293441626738,70.77819529245335,32.86245440226069,-0.07378325295654031,6,Medium
2024-01-03 07:00:00,12.502651377468814,41.44772172968651,28.690140725718383,0.6348005158063804,55,High
2024-01-03 08:00:00,13.290841970776077,113.65226727161111,38.50387393770463,0.6099510943249564,26,High
2024-01-03 09:00:00,10.584862089969576,96.68796508295235,23.826026243907403,0.7109147914058078,38,Medium
2024-01-03 10:00:00,11.321335537145277,78.69924739554696,21.370407759151757,0.6095720825054955,6,Medium
2024-01-03 11:00:00,11.582722727797831,119.56240712064724,20.956597156957134,0.21130529216293326,19,Low
2024-01-03 12:00:00,14.21340496048511,125.1767543400637,19.602059403537822,0.43483010975903874,43,Medium
2024-01-03 13:00:00,15.854754175610978,33.751659403597216,33.36584907410126,0.9993939609301907,19,High
2024-01-03 14:00:00,10.889656496514247,80.42206272005535,32.7568384964132,0.16765595721512805,46,Medium
2024-01-03 15:00:00,14.653696289315361,169.52548693590563,36.03888245887798,0.5968573875053518,47,High
2024-01-03 16:00:00,8.160645164548596,117.50214747394573,24.71680892647239,0.845376162186515,31,High
2024-01-03 17:00:00,10.11162119781542,120.28310914891449,33.727307273727504,0.20277415734180654,37,Medium
2024-01-03 18:00:00,10.58244308762645,135.18682835894435,30.28412031074653,0.07496400586525603,23,Medium
2024-01-03 19:00:00,9.794982621118555,100.51206475599179,30.832932495779296,0.12016929990466263,12,Low
